seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
189,4016,10,20,740,66,70,98,956,954,68,57,55,3499,-1,-3,740,740,1,0
190,4046,10,20,740,66,62,85,944,939,85,51,71,3498,-2,171,768,712,1,0
191,4066,10,20,740,126,93,123,960,946,118,65,79,3299,-201,-213,660,820,1,0
192,4086,10,20,740,103,50,121,931,954,108,42,58,3333,-167,-92,688,792,1,0
193,4106,10,20,740,91,74,73,944,969,154,71,63,3617,117,91,781,699,1,0
194,4126,10,20,740,71,42,83,914,935,189,40,50,3644,144,20,775,705,1,0
195,4146,10,20,740,77,54,79,900,931,255,54,26,3690,190,7,782,698,1,0
196,4166,10,20,740,80,19,83,872,939,280,8,18,3716,216,24,791,689,1,0
197,4186,10,20,740,59,50,39,843,935,282,0,7,3727,227,1,790,690,1,0
198,4206,10,20,740,48,35,50,819,937,340,0,42,3771,271,22,803,677,1,0
199,4226,10,20,740,52,46,52,824,935,275,40,13,3730,230,-26,786,694,1,0
200,4247,10,20,740,73,66,100,889,950,244,71,63,3612,112,-79,751,729,1,0
201,4268,10,20,740,57,58,58,931,928,151,0,13,3611,111,-34,758,722,1,0
202,4297,10,20,740,64,46,88,920,922,88,54,53,3500,0,-10,739,741,1,0
203,4317,10,20,740,98,58,90,956,963,88,51,61,3501,1,0,740,740,1,0
204,4337,10,20,740,91,105,199,1000,989,88,45,63,3252,-248,-168,657,823,1,0
205,4357,10,20,740,80,101,926,1000,971,85,34,53,2947,-553,-202,584,896,1,0
206,4377,10,20,740,66,675,966,929,390,42,34,55,2349,-1151,-494,403,1000,1,0
207,4397,10,20,740,883,953,981,929,64,50,11,29,1522,-1978,-475,225,1000,1,0
208,4417,10,20,740,917,941,939,428,38,20,0,18,1272,-2228,-194,217,1000,1,0
209,4437,10,20,740,935,933,893,51,34,42,22,45,984,-2516,-105,169,1000,1,0
210,4457,10,20,740,924,953,335,76,23,5,0,15,733,-2767,-157,105,1000,1,0
211,4477,10,20,740,938,730,111,49,45,22,34,34,535,-2965,-211,52,1000,1,0
212,4497,10,20,740,915,250,79,9,56,53,25,55,214,-3286,-98,1,1000,1,0
213,4517,10,20,740,944,230,64,28,49,30,17,61,195,-3305,8,15,1000,1,0
214,4538,10,20,740,924,429,54,20,25,35,25,63,317,-3183,102,58,1000,1,0
215,4559,10,20,740,947,898,58,26,25,60,77,18,486,-3014,68,89,1000,1,0
216,4579,10,20,740,912,968,171,17,17,60,74,47,638,-2862,53,120,1000,1,0
217,4599,10,20,740,949,953,815,34,47,35,91,26,950,-2550,150,205,1000,1,0
218,4619,10,20,740,621,964,928,85,17,30,74,21,1122,-2378,124,238,1000,1,0
